field,original_text,word_count,unique_words,categorical_diversity,quantum_circuit_qubits,von_neumann_entropy,superposition_strength,quantum_coherence,semantic_interference,frame_competition,emotional_intensity,multiple_reality_strength,analysis_version,record_id,data_source
影片對話,"A名嘴（醫療財務專家）
：「賴總統拋『各區自收自管』這件事，基本精神我給80分。從財務角度來說，地方收支自主，可以刺激各地更精算醫療支出，避免像現在健保中央帳戶黑洞化。」

B名嘴（公共衛生政策專家）...",463,252,28,4,3.9999999999769167,3.75,0.9375,0.016647205638514902,1.0,0.0,1.7049941616915545,fast_qiskit_v1.0,279,AI_Generated
影片描述,台灣健保制度已邁入第30年，總統賴清德於全國健康論壇拋出新構想，建議推動「各區自收自管」，讓地方能自主管理健保經費。他以花蓮秀林鄉為例，透過慈濟醫院結合預防醫療與論人計酬，改善居民健康，並降低醫療資源...,1087,520,22,4,3.9999999999769167,3.75,0.9375,0.006349076362389292,1.0,0.0018399264029438822,1.7020887155490112,fast_qiskit_v1.0,279,AI_Generated
新聞標題,"台中學生打老師 警方介入掀熱議English Headline:Taichung Student Hits Teacher, Police Involved",18,18,5,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,116,AI_Generated
影片對話,主持人：各位觀眾朋友，今天我們來談談台中市某國小的事件，一名小學生用樂樂棒球棒打了體育老師，事後雖然道歉，但老師不接受並報警，警察甚至直接進入校園帶走學生，引發社會爭議。我們今天邀請兩位來賓來討論：支...,311,165,20,4,3.9999999999769167,3.75,0.9375,0.024998774650923154,1.0,0.0,1.707499632395277,fast_qiskit_v1.0,116,AI_Generated
影片描述,台中學生打老師事件 警察介入引發多方討論 台中市某國小近日發生一名小學生揮舞樂樂棒打老師的事件，隨後該名老師報警，警方進入校園將學生帶回派出所，引發家長與社會的熱烈討論。市長盧秀燕批評，學生已道歉，應...,106,69,20,4,3.9999999999769167,3.75,0.9375,0.01383092976344751,1.0,0.0,1.7041492789290342,fast_qiskit_v1.0,116,AI_Generated
新聞標題,醫療疏失！誤切雙側卵巢惹爭議 Medical Error Both Ovaries Removed,13,13,4,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,226,AI_Generated
影片對話,"李小姐：​「今天我們要討論的是近期發生在台北醫學大學附設醫院的醫療疏失事件。一名38歲女性患者原本同意切除左側卵巢及輸卵管，但醫師卻未經同意，將右側也一併切除。張先生，您怎麼看這件事？」​
Cmone...",325,166,26,4,3.9999999999769167,3.75,0.9375,0.020365242247953816,1.0,0.0,1.706109572674386,fast_qiskit_v1.0,226,AI_Generated
影片描述,台北醫學大學附設醫院爆出嚴重醫療疏失，一名38歲女性患者原本只簽署同意左側卵巢與輸卵管切除，醫師卻未經進一步知會，連右側也一併切除，導致患者喪失生育功能，引發社會譁然。 醫界專家表示，手術過程若有任何...,1690,659,27,4,3.9999999999769167,3.75,0.9375,0.010561105767842702,1.0,0.0,1.7031683317303528,fast_qiskit_v1.0,226,AI_Generated
新聞標題,李泳知傻眼「前男友吐司」梗爆笑Lee Young-ji’s Hilarious Meme Fail,17,17,5,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,277,AI_Generated
影片對話,"【名嘴A】：「李泳知這次真的笑死我，她看到那片吐司一臉疑惑，吐槽說『材料裡根本沒有前男友』，那個表情真的超級真！」
【名嘴B】：「其實這就是網路文化代溝啦，『前男友吐司』是韓國迷因，故事是女生懷念前男...",239,140,29,4,3.9999999999769167,3.75,0.9375,0.01706493894628981,1.0,0.0,1.7051194816838868,fast_qiskit_v1.0,277,AI_Generated
影片描述,在《Biong Biong地球娛樂室》第三季首集中，李泳知在甜點猜謎遊戲中，因不認識「前男友吐司」這個迷因，當場崩潰吐槽：「材料裡根本沒有前男友！」這款吐司源自韓國網友分享的故事，意指塗有奶油起司與藍...,1250,511,20,4,3.9999999999769167,3.75,0.9375,0.009428211442204956,1.0,0.0,1.7028284634326614,fast_qiskit_v1.0,277,AI_Generated
新聞標題,"假新聞渲染分屍案 社會動盪加劇 Fake News Fuels Dismemberment Case, Sparks Chaos",16,16,7,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,17,AI_Generated
影片對話,"A: 這個分屍案本來已經夠恐怖了，結果現在媒體居然還趁機帶風向，硬扯預算刪減，這真的是離譜到不行！

B: 沒錯，一開始新聞出來的時候，大家還以為是藍白砍預算害警方沒辦法查案，結果警方自己跳出來說根本...",695,335,30,4,3.9999999999769167,3.75,0.9375,0.026153266738358025,1.0,0.0,1.7078459800215073,fast_qiskit_v1.0,17,AI_Generated
影片描述,近期發生的高雄分屍案震驚全台，但隨著案件調查進展，社群媒體與部分媒體卻充斥著未經證實的假消息，導致社會輿論陷入混亂。假新聞的迅速擴散，不僅影響公眾對案件的理解，也對司法調查造成干擾。許多錯誤訊息將案情...,135,100,19,4,3.9999999999769167,3.75,0.9375,0.009833333333333336,1.0,0.0,1.70295,fast_qiskit_v1.0,17,AI_Generated
新聞標題,綠電高價虧損重 員工勞動節怒吼Green Energy Costs Spark Outrage,13,13,4,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,282,AI_Generated
影片對話,"名嘴A（偏綠、學者型）：
「我們今天要談的是，台電基層員工在5月1日發起的『草綠T行動』，地點就在經濟部門口。這不是一般抗議，是第一次由國營企業內部員工公開挑戰能源政策，矛頭直指政府對綠電的過度投資與...",452,256,32,4,3.9999999999769167,3.75,0.9375,0.010145339290652654,1.0,0.0,1.7030436017871957,fast_qiskit_v1.0,282,AI_Generated
影片描述,台電員工勞動節抗議 怒吼能源政策錯誤全民買單 台電基層員工於5月1日發起「草綠T行動」，集結於經濟部前抗議政府能源政策錯誤，導致台電連年虧損、電價結構扭曲。他們批評政府關閉核電、過度收購高價再生能源，...,1456,566,24,4,3.9999999999769167,3.75,0.9375,0.014829012682182282,1.0,0.0,1.7044487038046547,fast_qiskit_v1.0,282,AI_Generated
新聞標題,"竹科除夕夜突降壓 工程師圍爐途中急返廠Hsinchu Power Dip on Lunar New Year's Eve, Engineers Rushed Back",24,24,8,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,33,AI_Generated
影片對話,"A 名嘴： 「這件事真的很誇張！除夕夜欸，大家本來好好吃個年夜飯，結果工程師被 Call 回去救火，這不是開玩笑的吧？」

B 名嘴： 「對啊，這次壓降的影響雖然沒有直接讓廠區停擺，但問題是，它代表台...",285,167,26,4,3.9999999999769167,3.75,0.9375,0.015014660247736481,1.0,0.0,1.7045043980743209,fast_qiskit_v1.0,33,AI_Generated
影片描述,除夕夜（1月28日）竹科爆發電壓波動，多家半導體大廠瞬間受到衝擊，產線警報響起，值班人員全數上陣，各科技廠紛紛召回休假的工程師進行應急處理。疑似供電異常源自龍潭電力線路，目前台電正展開調查。 事發當晚...,170,128,23,4,3.9999999999769167,3.75,0.9375,0.009476964613970589,1.0,0.0058823529411764705,1.7034313246783086,fast_qiskit_v1.0,33,AI_Generated
新聞標題,史書華外遇風波延燒 公眾人物道德標準再受關注Shih Shu-Hua’s Affair Scandal Sparks Debate on Public Morality,24,24,6,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,24,AI_Generated
影片對話,"A名嘴（資深法律評論員）：
「這個案子最核心的問題是配偶權是否還能主張。大家知道，台灣的通姦罪已經除罪化，這案子要打的是民事侵害配偶權，但很多人忽略了，配偶權並不是憲法保障的權利。今天法院判決20萬，...",804,328,34,4,3.9999999999769167,3.75,0.9375,0.025972346772976284,1.0,0.0,1.7077917040318928,fast_qiskit_v1.0,24,AI_Generated
影片描述,"知名媒體人史書華近日因外遇醜聞成為輿論焦點，社會各界對其個人行為及公眾人物的道德責任展開熱烈討論。此事件不僅衝擊其個人形象，也引發大眾對名人私德與社會標準的省思。

根據媒體報導，史書華的婚外情關係被...",276,166,23,4,3.9999999999769167,3.75,0.9375,0.01966798571972541,1.0,0.0,1.7059003957159176,fast_qiskit_v1.0,24,AI_Generated
新聞標題,藍白刪預算惹爭議 財政部陷假訊息風波Budget Cuts Spark Controversy; Ministry Faces Fake News Claims,18,18,6,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,45,AI_Generated
影片對話,"名嘴A：這次預算爭議讓人不禁懷疑，財政部到底在想什麼？法定預算的事情，居然也敢拿來操作？

名嘴B：對啊，統一發票獎金明明是固定的，財政部卻說刪了18.5億會影響發票獎金，這完全是混淆視聽。

名嘴A...",250,150,27,4,3.9999999999769167,3.75,0.9375,0.014542222222222224,1.0,0.0,1.7043626666666667,fast_qiskit_v1.0,45,AI_Generated
影片描述,藍白刪預算爭議升溫 財政部澄清假訊息 近期藍白聯盟刪減預算的舉動引發社會熱議，部分人士指控財政部隱瞞重要資訊，更有假訊息在社群媒體上流傳，聲稱刪預算將影響民生發展。財政部澄清，此次預算刪減針對特定非必...,68,52,16,4,3.9999999999769167,3.75,0.9375,0.0116167768882701,1.0,0.0,1.703485033066481,fast_qiskit_v1.0,45,AI_Generated
新聞標題,《紐時》：川普言論對台灣敲響警鐘NYT: Trump’s Remarks a Wake-Up Call for Taiwan,23,23,7,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,7,AI_Generated
影片對話,"A： 這次川普回來，台美關係真的不一樣了，以前我們講「台美關係穩健發展」，現在你看，完全變成交易導向！軍費要加，晶片要回美國，這是什麼意思？台灣變提款機嗎？

B： 我覺得這其實不是台灣的問題，而是川...",311,163,27,4,3.9999999999769167,3.75,0.9375,0.028359332292463266,1.0,0.0,1.708507799687739,fast_qiskit_v1.0,7,AI_Generated
影片描述,美國總統川普重返白宮後，台美關係進入前所未有的不確定階段。《紐約時報》報導指出，川普政府不再以民主價值為核心，而是採取「交易導向」，並對台灣在軍事與經濟領域提出更嚴格的要求。 報導指出，川普批評台灣的...,228,144,27,4,3.9999999999769167,3.75,0.9375,0.017878898635477584,1.0,0.0043859649122807015,1.7058022660818715,fast_qiskit_v1.0,7,AI_Generated
新聞標題,"民進黨發文引南韓戒嚴爭議，國際批評DPP Post Sparks Martial Law Debate, Criticism Grows",20,20,8,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,113,AI_Generated
影片對話,"來賓A：這次民進黨的貼文事件，真的是讓人搖頭。台灣長期以民主形象自豪，結果執政黨的這篇發文，卻被解讀為支持南韓的戒嚴。這不僅對國內外造成負面觀感，也完全無視台灣歷史上對戒嚴的深刻反思。

來賓B：是啊...",317,182,26,4,3.9999999999769167,3.75,0.9375,0.02178498002153841,1.0,0.0,1.7065354940064614,fast_qiskit_v1.0,113,AI_Generated
影片描述,民進黨社交媒體發文引發國際批評，南韓、日本媒體熱議 近日，台灣民進黨在社交平台Threads上的一篇發文因涉及南韓戒嚴事件，引發廣泛爭議。發文提到「南韓國會受到親北勢力操控，尹錫悅總統為保護自由憲政宣...,134,85,24,4,3.9999999999769167,3.75,0.9375,0.01095284821566906,1.0,0.0,1.7032858544647007,fast_qiskit_v1.0,113,AI_Generated
新聞標題,川普祭對等關稅 台灣列骯髒15國Trump Targets Taiwan in 'Dirty 15' Tariff,18,16,10,4,3.9999999999769167,3.75,0.9375,0.006076388888888889,1.0,0.0,1.7018229166666665,fast_qiskit_v1.0,193,AI_Generated
影片對話,"陸行之：
「這次被點名骯髒15國，我不意外，台灣長期對汽車進口課高稅，貨物稅、奢侈稅加總超過50%，早就是國際笑話。問題不是只有美國看不下去，歐盟、日本都在看。川普出手只是早晚的問題。」

謝金河：
...",289,171,23,4,3.9999999999769167,3.75,0.9375,0.018304156284327987,1.0,0.0,1.7054912468852983,fast_qiskit_v1.0,193,AI_Generated
影片描述,美國總統川普宣布，自4月2日起針對對美國高關稅且貿易量大的「骯髒15國」啟動對等關稅，其中包括台灣。美國財政部長貝森特表示，台灣近年對美貿易順差快速成長，汽車進口總稅率超過55%，被點名並非意外。半導...,128,99,20,4,3.9999999999769167,3.75,0.9375,0.0114034919906132,1.0,0.0,1.7034210475971838,fast_qiskit_v1.0,193,AI_Generated
新聞標題,代理孕母爭議：立院審法 社會分歧Surrogacy Debate Sparks Division in Taiwan,14,14,4,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,111,AI_Generated
影片對話,"主持人：今天我們來談談立法院衛環委員會審議人工生殖法修正草案所引發的爭議，現場有資深評論員李大明和社會觀察家張小麗。

李大明：人工生殖法這次的修法爭議，主要在於代理孕母的議題。民進黨方面主張將有共識...",342,199,29,4,3.9999999999769167,3.75,0.9375,0.01669518948588191,1.0,0.0,1.7050085568457645,fast_qiskit_v1.0,111,AI_Generated
影片描述,12月5日，立法院針對《人工生殖法》修正案進行討論，重點圍繞代理孕母條文是否應納入法案。衛福部表示，因代理孕母議題爭議過大，將與人工生殖條文分開處理，目標是讓共識部分先行推動。 支持代理孕母合法化的立...,145,105,20,4,3.9999999999769167,3.75,0.9375,0.011478614434279454,1.0,0.0,1.7034435843302838,fast_qiskit_v1.0,111,AI_Generated
新聞標題,"《零日攻擊》補助1.1億引爭議，程序正義惹議""Zero Day Attack"" Receives $1.13B, Sparks Debate",24,23,5,4,3.9999999999769167,3.75,0.9375,0.001732829237555136,1.0,0.0,1.7005198487712665,fast_qiskit_v1.0,92,AI_Generated
影片對話,"A：這次《零日攻擊》的補助案真是鬧得沸沸揚揚，85萬資本額的公司居然能拿到上億補助，怎麼看都不合理吧？

B：我同意，從程序上來說，這樣的審核標準很值得探討。你看，其他資深製作人像魏德聖，拍電影時四處...",314,188,30,4,3.9999999999769167,3.75,0.9375,0.013849322257239487,1.0,0.0,1.7041547966771717,fast_qiskit_v1.0,92,AI_Generated
影片描述,《零日攻擊》高額補助引爭議，文化部重申透明程序與市場導向 （Chinese - Taiwan） 影集《零日攻擊》因高額補助成為輿論焦點。該劇由成立不足兩年的「零日文創」製作，資本額僅85萬元，卻取得文...,152,107,20,4,3.9999999999769167,3.75,0.9375,0.009965246332706602,1.0,0.0,1.702989573899812,fast_qiskit_v1.0,92,AI_Generated
新聞標題,"趙露思罹失語症停工休養 引心理健康關注Zhao Lusi Faces Aphasia, Sparks Mental Health Awareness",17,17,5,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,75,AI_Generated
影片對話,"名嘴A：趙露思的事件凸顯心理健康的重要性
趙露思的經歷讓我們不得不正視演藝圈的高壓環境。過度消耗的身體與精神最終導致了失語症這樣的情況。她的工作室雖已停工讓她休養，但我們是否該反思這種病倒後才補救的模...",324,184,21,4,3.9999999999769167,3.75,0.9375,0.023340684730098725,1.0,0.0030864197530864196,1.7073108473943381,fast_qiskit_v1.0,75,AI_Generated
影片描述,26歲中國女星趙露思近期因健康問題暫停工作，引起廣泛討論。她因突發身體不適，被發現坐輪椅前往醫院，事後證實罹患失語症。目前，她專注於治療和復健，其好友也出面報平安，強調她正在逐步恢復。心理專家表示，這...,86,69,18,4,3.9999999999769167,3.75,0.9375,0.010585034412352295,1.0,0.0,1.7031755103237056,fast_qiskit_v1.0,75,AI_Generated
新聞標題,長照負擔沉重 弒親案震驚社會Family Burden Sparks Shocking Murder Case,13,13,5,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,82,AI_Generated
影片對話,"A名嘴：這起弒父案件真的讓人唏噓。32歲的楊姓男子照顧父親多年，最後卻選擇以極端的方式結束他的生命。這不只是家庭悲劇，更反映出台灣長照制度的缺陷。

B名嘴：沒錯，楊男雖然犯下不可原諒的罪行，但我們也...",453,244,26,4,3.9999999999769167,3.75,0.9375,0.020772079652921514,1.0,0.008830022075055188,1.7071146261033818,fast_qiskit_v1.0,82,AI_Generated
影片描述,新北市一名32歲男子因不堪父親長期病痛的照顧壓力，於今年8月在桃園東眼山犯下弒父案，檢方依殺害直系血親罪起訴。調查顯示，男子多年來獨自承擔照護責任，精神與經濟壓力倍增，最終釀成悲劇。 他事發當天飲酒壯...,132,100,19,4,3.9999999999769167,3.75,0.9375,0.009072727272727274,1.0,0.0,1.7027218181818182,fast_qiskit_v1.0,82,AI_Generated
新聞標題,莊瑞雄涉賭爭議延燒 TPBL會長身份受挑戰Ray Chong's Gambling Scandal Rocks TPBL Leadership,18,17,5,4,3.9999999999769167,3.75,0.9375,0.0030757400999615538,1.0,0.0,1.7009227220299885,fast_qiskit_v1.0,118,AI_Generated
影片對話,"主持人A：各位觀眾朋友大家好，今天我們要來探討的是立委兼TPBL職籃會長莊瑞雄「球版風波」事件。莊委員親口提到「我多少有在玩」，引發外界強烈質疑，您怎麼看？

名嘴B：主持人，這件事情確實很敏感，尤其...",291,166,28,4,3.9999999999769167,3.75,0.9375,0.01554410412735278,1.0,0.0,1.7046632312382057,fast_qiskit_v1.0,118,AI_Generated
影片描述,近日，立法委員兼台灣職籃聯盟（TPBL）會長莊瑞雄，因質詢發言中提及「我多少有在玩」而遭外界質疑涉及體育賭博。他澄清此為強調運動彩券吸引力不足，但網友對此說法不買單，認為他應為自身言論負責。TPBL則...,125,93,21,4,3.9999999999769167,3.75,0.9375,0.008859290091340042,1.0,0.0,1.702657787027402,fast_qiskit_v1.0,118,AI_Generated
新聞標題,高鐵南延屏東 高雄方案啟動經濟新章HSR Extension to Pingtung: Kaohsiung Plan Launches,15,15,6,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,76,AI_Generated
影片對話,"甲名嘴：
「這次高鐵南延確定選擇高雄方案，我是支持的！左營站早就飽和，延伸到高雄車站能吸引更多人流，對周邊商圈經濟有利。你看看，連卓榮泰都說這能帶動大南方新矽谷的產業發展，這可是長遠規劃啊！」

乙名...",361,195,26,4,3.9999999999769167,3.75,0.9375,0.01506764939963321,1.0,0.0,1.7045202948198899,fast_qiskit_v1.0,76,AI_Generated
影片描述,行政院宣布，高鐵南延屏東將採用「高雄方案」，路線將從高雄車站延伸到屏東市，計畫旨在提升運輸效能並促進區域經濟發展。此方案兼顧行車安全與高雄市南北均衡發展，並帶動屏東納入高鐵生活圈。然而，此計畫也引發爭...,91,68,16,4,3.9999999999769167,3.75,0.9375,0.009247024601695882,1.0,0.01098901098901099,1.7038730084794098,fast_qiskit_v1.0,76,AI_Generated
新聞標題,韓星鄭雨盛爆私生子醜聞，感情糾紛曝光:Korean Star Jung Woo-sung's Secret Child Revealed,21,21,6,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,129,AI_Generated
影片對話,"主持人：今天我們來聊一下韓國演員鄭雨盛近期的轟動事件，真的是一波未平一波又起！先不說他被曝有私生子這件事，現在還爆出他早已有穩定交往的女友，網友們簡直炸開了鍋。

名嘴A：是啊，鄭雨盛這次的行為真的引...",334,171,28,4,3.9999999999769167,3.75,0.9375,0.022229676278918507,1.0,0.0,1.7066689028836755,fast_qiskit_v1.0,129,AI_Generated
影片描述,韓國知名男星鄭雨盛近日被爆料涉及一段複雜的私人情感生活，震驚外界。據韓國媒體報導，他與模特文佳菲之間育有一名私生子，而這一事實直到孩子出生後一年多才被告知。然而，同期他已經與一位圈外女友穩定交往超過一...,168,118,22,4,3.9999999999769167,3.75,0.9375,0.011037810700264014,1.0,0.0,1.7033113432100793,fast_qiskit_v1.0,129,AI_Generated
新聞標題,"九州博弈總裁2億交保 輿論譁然Casino Tycoon Posts $66M Bail, Outrage",18,18,9,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,196,AI_Generated
影片對話,"名嘴A（資深評論員）：
你看看，九州博弈集團這案子，400多億金流，總裁陳政谷交保金2億，一夜之間現金送到法院，還穿LV開心出獄，說「辛苦了」。這不是在嘲笑社會嗎？

名嘴B（財經專家）：
我說真的，...",284,173,27,4,3.9999999999769167,3.75,0.9375,0.015016289726060594,1.0,0.0,1.704504886917818,fast_qiskit_v1.0,196,AI_Generated
影片描述,台中地院近日裁定，九州博弈集團總裁陳政谷以2億元交保，並限制出境、出海八個月。案件涉及438億元賭博、洗錢、詐欺金流，金額龐大卻能輕鬆繳交鉅額保釋金，引發社會譁然。現場陳政谷由妹妹與律師攜行李箱裝現金...,110,92,21,4,3.9999999999769167,3.75,0.9375,0.006371369651142811,1.0,0.0,1.7019114108953428,fast_qiskit_v1.0,196,AI_Generated
新聞標題,"350萬抖內案 黃國昌嗆北檢雙標Huang Slams Prosecutors Over Donations""",14,14,7,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,209,AI_Generated
影片對話,"名嘴A：
現在北檢對民眾黨350萬抖內分案調查，說真的，我覺得味道太重了啦。坦白講，這件事去年就炒過，現在又端出來，時機點這麼剛好，是不是針對性，我們都心知肚明。

名嘴B：
你不覺得嗎？同樣的標準如...",824,378,36,4,3.9999999999769167,3.75,0.9375,0.023815197500151528,1.0,0.0,1.7071445592500454,fast_qiskit_v1.0,209,AI_Generated
影片描述,擁有超過30萬訂閱的YouTube頻道「民眾之聲」被爆去年350萬元抖內全數流入木可公關公司帳戶，引發爭議。台北地檢署今（25日）確認分他字案進行調查，釐清是否涉及違反《政黨法》或《政治獻金法》。黃國...,1085,484,27,4,3.9999999999769167,3.75,0.9375,0.006235893175436569,1.0,0.0,1.701870767952631,fast_qiskit_v1.0,209,AI_Generated
新聞標題,"詹姆士陷副業爭議 發5點聲明回應Chef James in Dispute, Issues 5 Statements",17,16,7,4,3.9999999999769167,3.75,0.9375,0.003446691176470588,1.0,0.0,1.701034007352941,fast_qiskit_v1.0,287,AI_Generated
影片對話,"丘秀珠指控詹姆士沒出資卻拿最大股，現在又說「產品與我無關」，這種抽身說法真的太傷人情味了，也很難讓粉絲買單。

B名嘴（法律觀察家）：
詹姆士有發五點聲明澄清，強調他沒有出資義務，且對方是主導經營的人...",124,95,20,4,3.9999999999769167,3.75,0.9375,0.007482798677508708,1.0,0.0,1.7022448396032526,fast_qiskit_v1.0,287,AI_Generated
影片描述,知名主廚詹姆士（鄭堅克）近日遭前經紀人丘秀珠提告，要求償2584萬元，指控他在創辦「詹醬有限公司」時未出資卻掌控權力，如今切割公司、撇清關係。詹姆士隨即發出五點聲明澄清，強調早在2023年底退出公司，...,1267,579,23,4,3.9999999999769167,3.75,0.9375,0.0075089049897821515,1.0,0.0,1.7022526714969346,fast_qiskit_v1.0,287,AI_Generated
新聞標題,"「疲老闆」直播遭債主闖入 警方到場調解""Snack Boss' Livestream Disrupted by Debtor, Police Intervene""",24,23,8,4,3.9999999999769167,3.75,0.9375,0.001732829237555136,1.0,0.0,1.7005198487712665,fast_qiskit_v1.0,186,AI_Generated
影片對話,"A： 這個「疲老闆」，本來是網路上頗有人氣的零食商家，結果現在搞到負債9位數，甚至連商標都被收走，你不覺得這就是典型的「錢滾錢，滾到破產」的案例嗎？

B： 沒錯，他自己也承認投資太急，之前搞海產已經...",375,206,25,4,3.9999999999769167,3.75,0.9375,0.018826593772583035,1.0,0.0,1.7056479781317748,fast_qiskit_v1.0,186,AI_Generated
影片描述,嘉義知名零食電商「疲老闆」近期陷入財務危機，負債高達9位數，經營狀況岌岌可危。昨（13日）晚間，他在賣場直播帶貨，試圖挽回業績，未料直播中途突遭債主闖入，指控詐欺，場面一度混亂，甚至驚動警方到場調解。...,1743,671,31,4,3.9999999999769167,3.75,0.9375,0.014541757564470199,1.0,0.0,1.704362527269341,fast_qiskit_v1.0,186,AI_Generated
新聞標題,"南珉貞親訪墾丁夜市 平反負評再掀熱議Nam Min-jung Visits Kenting Night Market, Clears Rumors",22,22,6,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,177,AI_Generated
影片對話,"名嘴A：南珉貞這次的影片，真的很有話題性。她用實測方式來檢驗墾丁夜市的風評，這讓許多對這裡已經失去信心的觀光客重新思考。

名嘴B：的確，過去幾年墾丁夜市因為價格爭議、服務態度問題被罵得很慘。但南珉貞...",260,151,18,4,3.9999999999769167,3.75,0.9375,0.018551143168484514,1.0,0.011538461538461539,1.7067191891043914,fast_qiskit_v1.0,177,AI_Generated
影片描述,南珉貞親訪墾丁夜市 挑戰負評真相 Fubon Angels韓籍啦啦隊成員南珉貞近日親訪台灣著名的墾丁大街，並拍攝YouTube影片，揭開網路負評的真相。她發現，許多傳言與實際情況不符，例如烤玉米的價格...,1117,540,26,4,3.9999999999769167,3.75,0.9375,0.005687298675046942,1.0,0.0017905102954341987,1.7018852406320575,fast_qiskit_v1.0,177,AI_Generated
