record_id,field,original_text,word_count,unique_words,categorical_diversity,compositional_complexity,semantic_density,von_neumann_entropy,category_coherence,compositional_entanglement,grammatical_superposition,semantic_interference,frame_competition,categorical_coherence_variance,multiple_reality_strength,frame_conflict_strength,semantic_ambiguity,analysis_version
54,新聞標題,衛福部推LGBT+醫療新指引 未成年手術掀爭議New LGBT+ Medical Guidelines Spark Debate in Taiwan,20,18,7,0,9.0,4.121928094861394,0.45,0.35,1.0,0.004938271604938272,0.9884897434451897,0.017448979591836732,0.7289325165902726,0.200234693877551,1.0,fair_comparison_restricted_v1.0
54,影片對話,"名嘴A：
「我覺得這次的指引其實很具爭議，尤其是針對未成年人的部分。青春期的孩子心理和生理發展都還不成熟，怎麼可能有能力對這麼重大、不可逆的手術負責？」

名嘴B：
「沒錯，而且指引中提到要有專業團隊評估，但我們的醫療資源真的能負擔這樣的要求嗎？這可是很花時間和成本的事情，對基層醫療來說可能是很大的負擔。」

名嘴C：
「但大家有沒有想過，這些孩子本來就處於性別認同困難中，假如因為社會或家長的壓力...",298,173,27,0,5.805369127516778,6.929664231721487,0.19463087248322147,0.09060402684563758,1.0,0.014095551866486701,0.9320794556965019,0.003459538427099114,0.6560471616562576,0.11781638501806262,1.0,fair_comparison_restricted_v1.0
54,影片描述,衛福部LGBT+醫療新指引上路 未成年性別重置手術引爭議 衛生福利部近日正式發布「LGBT+民眾醫療照護參考指引」，試圖藉由具體規範，改善多元性別族群在醫療服務中的遭遇。然而，指引中針對未成年者性別重置手術的規範，引發廣泛討論，正反意見分歧。 根據指引，針對12歲以下的性別不明或雙性特徵兒童，除非面臨癌症風險或生理功能障礙，不建議進行手術；12至18歲若面臨嚴重適應困難，則需專業團隊綜合評估後才能...,337,198,27,0,5.8753709198813056,7.046063589494114,0.24629080118694363,0.08011869436201781,1.0,0.017945316547060997,0.9235462359892401,0.0035366787104921184,0.6567029947322394,0.11025981666952747,1.0,fair_comparison_restricted_v1.0
55,新聞標題,教育部澄清：林郁婷性別爭議非事實MOE Denies Gender Controversy for Lin Yu-Ting,17,17,6,0,10.0,4.087462841225814,0.47058823529411764,0.35294117647058826,1.0,0.0,0.9999999999939998,0.0200884275278739,0.7499999999987998,0.20014417531718573,1.0,fair_comparison_restricted_v1.0
55,影片對話,"A名嘴：你看看教育部，這什麼操作？拿林郁婷當例子，結果搞得好像她真的是跨性別選手一樣，這不就是在害她嗎？這種會議紀錄也能公開，真的是豬隊友。

B名嘴：完全同意，林郁婷已經夠可憐了。IBA那些刁難已經讓人看不下去，結果教育部還補一刀。國際間的爭議還沒解決，國內又搞這一出，這樣叫選手怎麼專心比賽？

A名嘴：教育部一定要負責！像這樣的紀錄公開之前不審查清楚，出事後才下架，這根本是治標不治本。再說，林...",331,175,27,0,5.287009063444109,6.854236790521071,0.21450151057401812,0.08157099697885196,1.0,0.02163033479252728,0.9198822429868778,0.003403882628275465,0.6451242135643895,0.11219941252262162,1.0,fair_comparison_restricted_v1.0
55,影片描述,教育部近日針對會議紀錄內容遭外界誤讀一事進行澄清，強調拳擊選手林郁婷的性別問題從未被官方認定為跨性別選手。教育部表示，該紀錄的文字簡化可能引起誤解，已迅速修訂並將其重新上架。教育部重申，保障選手參賽權益是其首要目標，會依據國際規範維護性別公平。 林郁婷自2024年巴黎奧運奪得金牌後，性別相關爭議多次成為國際關注焦點。然而，國際奧會及台灣政府均支持其參賽資格，證明她的勝利符合規範。教育部強調，不應讓...,122,90,18,0,7.3770491803278695,6.196730165124563,0.30327868852459017,0.14754098360655737,1.0,0.010803481076705118,0.9545394932963029,0.006230072229355576,0.6911497525349942,0.13383623478356077,1.0,fair_comparison_restricted_v1.0
56,新聞標題,警察退休金修法爭議：7.4萬上限惹爭議Police Pension Reform Sparks Debate: $74K Cap,20,19,5,0,9.5,4.221928094859951,0.35,0.25,1.0,0.0024930747922437668,0.9938795051230622,0.012,0.7393991697226734,0.16860000000000003,1.0,fair_comparison_restricted_v1.0
56,影片對話,"A：這次警察人員退休金修法爭議不小，銓敘部的7.4萬元月退金額被批評誤導，您怎麼看？

B：其實，7.4萬元是極少數案例的理論上限，僅0.52%的退警能領到，銓敘部應該說明清楚，避免引發誤解。但問題是，這麼高的上限，對其他公務人員確實不公平啊！

A：沒錯啊！其他公教人員退休金替代率已降到60%，為什麼單獨給警察提到80%？這不是明顯雙標嗎？

B：但你也要考慮到警察的工作風險和壓力，他們冒著生命...",330,187,24,0,5.666666666666666,7.0070129556005565,0.2727272727272727,0.07272727272727272,1.0,0.016166700029549976,0.9284630907247219,0.004313781756963575,0.6530676264856652,0.1031123163452709,1.0,fair_comparison_restricted_v1.0
56,影片描述,警察退休金改革惹議：上限金額引發爭論 近日《警察人員人事條例》修法通過，退休警察的最高月退金額可達新台幣7萬4544元。銓敘部澄清，該金額為極少數條件下的理論上限，僅0.52%的退警符合條件。此舉雖改善基層待遇，但部分聲音批評造成不公平，特別是在年金財政壓力下，如何平衡各方利益成為挑戰。 #警察退休金 #年金改革 #社會公平,96,73,14,0,7.604166666666666,5.9961153650639565,0.2604166666666667,0.14583333333333334,1.0,0.007099518358666416,0.9687052206450403,0.00646169926303855,0.697599257052008,0.13631350977891157,1.0,fair_comparison_restricted_v1.0
57,新聞標題,台英麥當勞性侵醜聞：企業文化遭質疑McDonald’s Scandals in Taiwan and UK: Culture Questioned,21,21,6,0,10.0,4.392317422748464,0.38095238095238093,0.2857142857142857,1.0,0.0,0.9999999999931024,0.014172335600907028,0.7499999999986204,0.18044217687074832,1.0,fair_comparison_restricted_v1.0
57,影片對話,"名嘴A：台灣這起麥當勞性侵案件，受害者是一個未成年少女，案件過去這麼久了，加害人還沒受到應有的懲罰。而英國麥當勞又爆出更大規模的性騷擾問題，450家分店牽涉其中，這是不是證明麥當勞的企業文化早就出了問題？

名嘴B：完全同意！英國那邊超過700名現職和離職員工提告，這不是一兩個人的「個別行為」，而是一個深層的結構性問題。450家分店出事，這背後的管理階層難道真的毫無責任嗎？

名嘴A：你看英國那幾...",532,256,27,0,4.81203007518797,7.191736590003019,0.212406015037594,0.05075187969924812,1.0,0.025217615572133457,0.8989670737503773,0.0034301016782806054,0.6323384201468683,0.10008918087942405,1.0,fair_comparison_restricted_v1.0
57,影片描述,麥當勞性醜聞延燒：台英兩地呼籲正義落實 近日，麥當勞在台灣和英國分別爆出嚴重的職場性騷擾及性侵案件，引發國際社會的廣泛討論。台灣部分，一名17歲少女在麥當勞分店打工期間，多次遭到主管性侵，最終因不堪壓力選擇結束生命。至今，加害者尚未受到應有的法律制裁，司法系統的效率再次引發社會質疑。 英國的情況也令人憤怒，超過700名現任與前員工聯合控告管理層，指控涉及450家分店的性騷擾、歧視及不當行為。受害者...,189,134,26,0,7.089947089947089,6.7056944269416565,0.24338624338624337,0.13756613756613756,1.0,0.01154644922744722,0.9489965730969256,0.003907543488333069,0.6844848687251888,0.1318600937343306,1.0,fair_comparison_restricted_v1.0
58,新聞標題,"林秉文潛逃案延燒 徐巧芯堅定回應Fugitive Lin Scandal Escalates, Legislator Responds",14,14,4,0,10.0,3.807354922037407,0.42857142857142855,0.2857142857142857,1.0,0.0,0.999999999994695,0.021683673469387755,0.7499999999989391,0.17793367346938774,1.0,fair_comparison_restricted_v1.0
58,影片對話,"名嘴A：這次林秉文的潛逃案，不僅僅是司法問題，更是一場輿論的角力。林秉文作為一名通緝犯，不僅發表挑釁言論，甚至公開與立委徐巧芯對嗆，這在法治社會是非常罕見的。

名嘴B：沒錯，而且苦苓的「警告」發言更是火上加油。我不覺得這只是單純的提醒，這種語氣更像是為林秉文背書。當一名作家用這樣的話語對現任立委發表評論，不是很奇怪嗎？

名嘴A：是的，這裡的問題在於，苦苓是否明白他這番話的影響力。身為公眾人物，...",335,179,25,0,5.343283582089552,6.809974967218977,0.19402985074626866,0.07462686567164178,1.0,0.024381634165553754,0.9099602622378281,0.003391044776119403,0.6449531326307452,0.11146507462686567,1.0,fair_comparison_restricted_v1.0
58,影片描述,林秉文棄保潛逃案持續延燒 徐巧芯無畏回應 涉及八八會館地下匯兌案的林秉文因多次未出庭，遭法院沒收保釋金並發布通緝。他近日在社群媒體上發文解釋逃亡原因，聲稱「不是司法問題，而是個人因素」，並與國民黨立委徐巧芯展開激烈筆戰。 林秉文在貼文中表態「回台時間由我決定」，而徐巧芯則質疑其「逃避司法」的態度，強調不應由逃犯左右司法程序。隨後，作家苦苓在社群上警告徐巧芯不要再與林秉文爭論，暗示其可能採取極端行動...,214,145,26,0,6.775700934579439,6.746365540394989,0.21962616822429906,0.12149532710280374,1.0,0.012573816217898139,0.9396171254838208,0.0037411861504661,0.6765808978428276,0.12775786986383142,1.0,fair_comparison_restricted_v1.0
59,新聞標題,憲法訴訟法爭議，行政立法再掀波瀾Constitutional Dispute Deepens Legislative Rift,14,14,6,0,10.0,3.807354922037407,0.35714285714285715,0.42857142857142855,1.0,0.0,0.999999999994695,0.013038548752834467,0.7499999999989391,0.23962585034013606,1.0,fair_comparison_restricted_v1.0
59,影片對話,"A： 我們今天看到覆議案被否決，反映了國會在修法過程中的主導權。但問題是，行政院認為這樣的修正案恐癱瘓憲法法庭，這是否合憲，值得討論。

B： 合憲與否不是我們來說的，但我要指出的是，現在行政院試圖提釋憲，這已經變成政治操作的工具。你不能每次遇到不利的法案，就丟給大法官「矯正」。這不就是在繞過民意嗎？

A： 不過從另一個角度看，行政院的覆議權是憲法賦予的，總統更有守護憲政體制的責任。如果憲法法庭...",304,169,23,0,5.559210526315789,6.8170064843113485,0.2138157894736842,0.0756578947368421,1.0,0.02034334637405811,0.9211076255196852,0.004073223271839931,0.6504915722237673,0.11010354592892041,1.0,fair_comparison_restricted_v1.0
59,影片描述,立法院今日以62票反對、51票贊成否決行政院提出的《憲法訴訟法》覆議案，維持修正案原內容。總統府發言人表示，政府將審慎評估後續作為，並強調釋憲程序是捍衛憲政體制的必要手段。反對陣營則批評，行政部門試圖利用釋憲干預國會立法權，憲政爭議升溫。,70,61,14,0,8.714285714285715,5.8097897600483845,0.32857142857142857,0.2,1.0,0.0050754405497754045,0.9796066541762916,0.009271137026239065,0.7214759052584164,0.1499241982507289,1.0,fair_comparison_restricted_v1.0
60,新聞標題,水費31年首漲 民眾壓力山大First Water Rate Hike in 31 Years Hits Hard,17,16,5,0,9.411764705882353,3.9698157824037272,0.47058823529411764,0.29411764705882354,1.0,0.003446691176470588,0.9924539456009317,0.0229757785467128,0.737587756031951,0.1774809688581315,1.0,fair_comparison_restricted_v1.0
60,影片對話,"名嘴A：
你覺得水價檢討這件事合理嗎？31年不調整水價，現在突然來一個大幅漲價，對一般家庭來說，真的受得了嗎？

名嘴B：
如果單純看數字，台灣的水價真的低到不行，尤其和國際相比。但問題在於，現在物價早已漲翻天，老百姓的收入卻沒跟上，這樣硬來，壓力全丟到人民身上。

名嘴A：
是啊，而且你看，台水自己都說還要舉債，那漲價後的錢究竟能不能補缺口？萬一財務還是不好，過幾年是不是又要再漲一次？

名嘴B...",315,187,24,0,5.936507936507937,7.010982147640954,0.20634920634920634,0.0761904761904762,1.0,0.017526271568423187,0.928989027858399,0.0037467981019568323,0.6589095321939444,0.11223515054169816,1.0,fair_comparison_restricted_v1.0
60,影片描述,水費31年首度調漲 政府強調合理化管理 自1994年以來，台灣水費首次迎來調漲，政府表示，此舉旨在反映成本，並為水資源永續發展創造條件。本次調漲將採用7級費率，針對高耗水者進行分級加價，普通家庭的影響將相對較小。 經濟部強調，台灣現行水價長期低於國際平均，導致水資源浪費情況嚴重。隨著氣候變遷加劇和用水需求增長，合理調整水價已成必然。未來將投入807.7億元，優化自來水管網，並降低漏水率至10%。 ...,155,113,19,0,7.290322580645161,6.458518657536846,0.2064516129032258,0.12258064516129032,1.0,0.013382208423121525,0.946972021281056,0.004176628108416613,0.6885464079748949,0.12964008520671855,1.0,fair_comparison_restricted_v1.0
61,新聞標題,檢察官高檔餐敘惹議：與權貴共餐引發調查Prosecutors’ Luxury Dinner Sparks Ethics Investigation,18,18,7,0,10.0,4.169925001416344,0.3333333333333333,0.3888888888888889,1.0,0.0,0.9999999999937724,0.008692365835222976,0.7499999999987546,0.22482993197278914,1.0,fair_comparison_restricted_v1.0
61,影片對話,"名嘴A：這次事件非常值得討論，檢察官參加這種高檔餐敘，不論是否知情吳乃仁會出席，都已經踩到了倫理的紅線。檢察官的公信力在哪裡？你怎麼看？

名嘴B：我認為要看整個情境，如果這些檢察官真的事先不知道吳乃仁會出現，那可能是一場「被設局」的狀況。但是參加高檔餐會，本身就容易引起外界質疑，他們應該更謹慎。

名嘴A：但這樣的場面怎麼能說是巧合？從包廂費用到參與人員都非常精挑細選，特別是還有商界人士在場，難...",374,203,25,0,5.427807486631016,7.0829578095296455,0.232620320855615,0.06684491978609626,1.0,0.016634910368860546,0.9240244505984561,0.0038562612599731187,0.6475197674445267,0.10463281420686894,1.0,fair_comparison_restricted_v1.0
61,影片描述,高檔餐敘掀爭議：檢察官與權貴共席引調查 民進黨大老吳乃仁去年底參加台北某高檔日式餐廳「AD ASTRA」的餐敘，引發外界對檢察官參與此場合的質疑。餐會主揪者為檢察官徐名駒，參與者包括商界與檢察界人士，費用高達6萬元。法務部已下令調查是否涉及倫理問題，民眾黨立委黃國昌呼籲透明化，民進黨則要求公平檢視整體情況。 #台灣新聞 #檢察官 #政治爭議 #高檔餐敘,97,76,19,0,7.835051546391752,6.093527115492288,0.28865979381443296,0.1958762886597938,1.0,0.005045763486306651,0.9752877417961276,0.00510032093395579,0.7030200201586372,0.151014632362661,1.0,fair_comparison_restricted_v1.0
62,新聞標題,"慈濟壁畫爭議升溫，藝術家權益受關注""Art Rights Controversy over Tzu Chi Mural""",18,17,5,0,9.444444444444445,4.058813890306675,0.3888888888888889,0.2777777777777778,1.0,0.0030757400999615538,0.9929910186205142,0.011851851851851853,0.7382560276379821,0.1757777777777778,1.0,fair_comparison_restricted_v1.0
62,影片對話,"A：這次大林慈濟醫院的壁畫事件，牽涉到藝術家權益和道德責任，我認為這不是單純的契約問題，還牽涉到對創作者尊重的基本價值。

B：沒錯，但也要看到法律層面的事實。李健儀當年簽署了讓與契約，既然草稿版權屬於院方，他們後續找別人完成畫作，也不算違法。

A：合約合法不代表行為正當！藝術品不同於普通商品，創作者的署名權和尊嚴也該受到保護。慈濟身為公益機構，應該更注重道德標準。

B：但院方現在已經採取補救...",287,165,23,0,5.7491289198606275,6.770684981926422,0.21951219512195122,0.08013937282229965,1.0,0.020774869377973595,0.9191404862568349,0.00420152744802935,0.654004392993073,0.11136498785113355,1.0,fair_comparison_restricted_v1.0
62,影片描述,李健儀壁畫事件引熱議，慈濟補救措施遭質疑 嘉義大林慈濟醫院日前陷入一場藝術版權爭議。該院內著名壁畫《佛陀問病圖》原創者李健儀教授，於1999年應邀創作草稿，後遭終止合作，作品被他人臨摹完成，卻未註明其姓名。近日事件經揭發後，引發社會對藝術家權益保護的討論。院方承認原創者為李教授，並計劃於壁畫旁加註其身份，但部分輿論認為，此舉未能充分尊重創作者，要求拆除壁畫。 #藝術尊重 #慈濟爭議 #藝術版權,116,84,20,0,7.241379310344827,6.121050447977385,0.3103448275862069,0.1724137931034483,1.0,0.01126945030885917,0.9575635944118285,0.005763971462544591,0.689157667666477,0.1413843638525565,1.0,fair_comparison_restricted_v1.0
63,新聞標題,"林秉文發文否認逃亡，批政治抹黑Lin Bingwen Denies Fleeing, Slams Political Smears",16,16,6,0,10.0,3.9999999999769167,0.4375,0.375,1.0,0.0,0.9999999999942292,0.019097222222222224,0.7499999999988458,0.2119791666666667,1.0,fair_comparison_restricted_v1.0
63,影片對話,"**A名嘴：**林秉文這篇聲明真的太搞笑了，他逃亡的理由居然是「私人因素」，這根本是對司法的挑釁。更何況他在逃亡期間還能大剌剌地發臉書，這已經不是囂張，而是蔑視司法。

**B名嘴：**我完全同意。更荒唐的是，他說自己「不避諱面對司法」，但事實上人早已潛逃國外，這種自相矛盾的說法還能讓他的支持者信以為真，我只能說社會價值觀已經扭曲到一定程度了。

**A名嘴：**對啊，現在的問題是司法到底有沒有在...",334,169,28,0,5.059880239520958,6.673897754359724,0.25149700598802394,0.08383233532934131,1.0,0.02604091211855202,0.9017709059874026,0.0034645818957221818,0.6380620140175377,0.10942260810165079,1.0,fair_comparison_restricted_v1.0
63,影片描述,百億賭王林秉文否認潛逃，強調面對司法 林秉文針對通緝案，今日於社群媒體發文澄清，表示並非因司法問題逃亡，而是處理私人事務。他抨擊外界對他的不實指控，稱這些言論不僅傷害他個人，更對司法公正構成威脅。他強調願面對所有指控，並呼籲停止政治操作。 #林秉文 #司法公正 #台灣新聞 #逃亡爭議,79,58,15,0,7.341772151898734,5.611742337168652,0.21518987341772153,0.189873417721519,1.0,0.012526528093439094,0.9579652685517877,0.004902348270398262,0.6915601287716919,0.15590108422795496,1.0,fair_comparison_restricted_v1.0
64,新聞標題,"川普揚言奪取巴拿馬運河與格陵蘭Trump Threatens Control of Panama Canal, Greenland",14,14,7,0,10.0,3.807354922037407,0.5,0.5,1.0,0.0,0.999999999994695,0.021865889212827987,0.7499999999989391,0.2565597667638484,1.0,fair_comparison_restricted_v1.0
64,影片對話,"A: 川普這次的言論，真的讓人目瞪口呆。他不僅要巴拿馬運河，還要格陵蘭，這完全是殖民時代的套路！難道美國現在要回到19世紀？

B: 的確，這種話在當今的國際社會簡直無法想像。但你要知道，川普的這種手法，說到底是一種談判策略。他不是想真的動用武力，而是用威脅來測試其他國家的底線。

A: 可問題是，他的威脅會讓其他國家感到不安。丹麥已經明確拒絕，巴拿馬也站出來反駁，這種做法只會讓美國的國際形象受損...",337,183,29,0,5.43026706231454,6.7773063405977245,0.21068249258160238,0.08605341246290801,1.0,0.026307411450839115,0.9017531948355585,0.0030474645631523713,0.6455328330761123,0.11426735509594868,1.0,fair_comparison_restricted_v1.0
64,影片描述,美國候任總統川普近日表示，可能採取軍事或經濟手段控制巴拿馬運河和格陵蘭。他強調這兩個地區對美國經濟及國家安全至關重要。川普稱運河受到外國干預，但巴拿馬官方迅速否認。此外，丹麥政府亦重申，格陵蘭的命運應由當地居民決定。這些言論引發國際關注，也讓美國與其他國家的關係變得更加緊張。 #川普 #巴拿馬運河 #格陵蘭 #國際關係 #美國外交,94,69,20,0,7.340425531914894,5.8701346342628,0.20212765957446807,0.2127659574468085,1.0,0.009550112393695229,0.9609742378536529,0.003588727931190585,0.6913908863074523,0.16597023540063377,1.0,fair_comparison_restricted_v1.0
65,新聞標題,歌手邱軍涉肇逃過失致死 檢方聲押Singer Qiu Jun Faces Charges of Hit-and-Run,20,19,6,0,9.5,4.221928094859952,0.45,0.3,1.0,0.002493074792243767,0.9938795051230622,0.01722222222222222,0.7393991697226734,0.18016666666666664,1.0,fair_comparison_restricted_v1.0
65,影片對話,"甲名嘴：
邱軍這件事情，第一時間肇事逃逸，已經是無法容忍的行為了。身為一個公眾人物，他的行為不僅違法，更對社會風氣造成了負面影響。尤其，這案件延燒至今，他甚至沒有出面道歉，這是對死者家屬的極大不尊重！

乙名嘴：
沒錯，尤其從檢察官的角度來看，這次認定邱軍可能有勾串滅證的可能，這說明他在案發後的態度非常可疑。我們都知道，肇事逃逸在台灣本來就是一個非常嚴重的罪行，但邱軍的處理方式更是令人髮指。如果當...",391,203,25,0,5.191815856777494,6.944075632475703,0.23529411764705882,0.0639386189258312,1.0,0.025523687218774193,0.9059062391391802,0.0036330897887899734,0.6413984867680795,0.1031359627422636,1.0,fair_comparison_restricted_v1.0
65,影片描述,歌手邱軍涉肇事逃逸 檢方聲押禁見 知名歌手邱軍於去年年底駕車發生嚴重車禍，撞擊兩名計程車司機後迅速逃離現場，造成一名司機不幸傷重不治。基隆地檢署近日偵訊後認為，邱軍涉嫌肇事逃逸與過失致死，犯罪嫌疑重大，並考量其可能逃亡或滅證，向法院聲請羈押禁見。 事發當時，邱軍駕車途經基隆市信一路，撞倒正在路邊聊天的兩名司機後離去。案發兩天後，他才現身警局配合調查。檢方調查發現，邱軍未停車處理也未報警，僅選擇事後...,162,116,24,0,7.160493827160494,6.488576374057185,0.24074074074074073,0.14814814814814814,1.0,0.013077832092893529,0.9461350765869954,0.004547864908804552,0.6857063498838323,0.13654954465782657,1.0,fair_comparison_restricted_v1.0
66,新聞標題,新北三重建案挖地基釀災，鄰屋倒塌Foundation Work in Sanchong Causes Building Collapse,17,17,9,0,10.0,4.087462841225814,0.4117647058823529,0.5294117647058824,1.0,0.0,0.9999999999939998,0.011875774274851552,0.7499999999987998,0.27415096757657315,1.0,fair_comparison_restricted_v1.0
66,影片對話,"A名嘴：
這次的「莘聖沐光居」事件真的是都市更新的縮影。你看，一個才成立5年的小建商，資本額2200萬元，就敢開發這麼高難度的建案，出了事誰賠？居民現在房子沒了，未來可能還得自己掏錢維修或重新蓋房。這種一案一公司的操作，不就是玩弄法律漏洞嗎？

B名嘴：
完全同意。一案一公司就是建商的免責伎倆，賠不起就直接倒閉，重新開一家公司繼續蓋。最諷刺的是，市府罰款才9萬！9萬對建商來說是什麼？一天廣告費都不...",417,231,27,0,5.539568345323741,7.195425097087465,0.2014388489208633,0.06474820143884892,1.0,0.018377337259893555,0.9164104786249988,0.003431449706563908,0.648667796946448,0.10678483059542243,1.0,fair_comparison_restricted_v1.0
66,影片描述,新北三重建案地基開挖事故，鄰房倒塌幸無傷亡 1月6日上午，新北市三重區六張街「莘聖沐光居」建案進行地下室施工時，因地質不穩導致鄰近184號與190號住宅嚴重傾斜，其中184號住宅當晚倒塌，190號則於深夜被緊急拆除。此次事故造成66戶220人疏散，所幸無人傷亡。 莘聖建設總經理趙建勳於事發後出面致歉，承認地下水位數據與實際情況不符，承諾負責相關賠償。新北市政府則已勒令停工，並對莘聖建設及承造商璿灃...,155,115,21,0,7.419354838709678,6.595749489583159,0.21935483870967742,0.13548387096774195,1.0,0.007298005975974145,0.9635175042980652,0.0037242007451610526,0.6929150991278001,0.13337532473967734,1.0,fair_comparison_restricted_v1.0
67,新聞標題,"柯建銘提出雙罷方案，改革案再掀波瀾Ko Chien-ming Proposes Dual Recall Plan, Reform Sparks Debate",23,23,9,0,10.0,4.523561956023831,0.43478260869565216,0.391304347826087,1.0,0.0,0.9999999999926646,0.014329389250624285,0.749999999998533,0.21734229503605687,1.0,fair_comparison_restricted_v1.0
67,影片對話,"A：柯建銘這一招，明顯是「搏命操作」。他在民進黨內部已經有些失勢，總召位置可能岌岌可危，所以才出此激進策略，試圖拉回聲量。

B：同意，他大張旗鼓說要罷免41席藍營立委，其實政治意義大於實際操作意義。因為綠營在立法院的席次並不足以實現這個目標，他明知不可為而為之。

A：但你不得不承認，這種手法確實能引起注意。尤其在黨內士氣低迷、藍白合作壓制綠營的背景下，他的做法一定程度上能刺激基層支持者的情緒。...",268,170,26,0,6.343283582089553,6.910131566127198,0.20522388059701493,0.09701492537313433,1.0,0.014826731394928475,0.9326180283489328,0.0032384388663412597,0.6670959601603097,0.12149391971960388,1.0,fair_comparison_restricted_v1.0
67,影片描述,民進黨總召柯建銘近日提出「雙罷方案」，主張結合對立委的罷免與公職人員罷免制度，旨在提升政治責任感與民意參與度。此方案一經公佈，隨即引發政界及社會各界的廣泛討論。支持者認為該提案將有助於健全民主機制，讓民眾更有機會監督公職人員的表現。但批評者則指出，此舉可能引發無休止的政治惡鬥，甚至動搖政局穩定。柯建銘強調，該方案的初衷是促進政治透明化，並期待社會各界理性看待這一議題。未來，方案的立法推進及是否能獲...,134,95,20,0,7.089552238805971,6.240378720812554,0.26119402985074625,0.14925373134328357,1.0,0.012332244594203496,0.9498502087168245,0.0047621964802851404,0.6848441476680351,0.13799582312319003,1.0,fair_comparison_restricted_v1.0
68,新聞標題,黑熊學院補助爭議延燒 朝野互批圖利Funding Controversy: Black Bear Academy Sparks Debate,16,16,7,0,10.0,3.9999999999769167,0.4375,0.4375,1.0,0.0,0.9999999999942292,0.016422193877551023,0.7499999999988458,0.23617665816326533,1.0,fair_comparison_restricted_v1.0
68,影片對話,"A： 黑熊學院這次的補助爭議，其實揭露了一個老問題：政府對於非營利組織的補助監督，到底到位了嗎？拿人民的納稅錢，卻無法完全說清楚用途，這怎麼能不引發爭議？

B： 我倒覺得，這筆錢的申請流程是合法的，問題在於輿論對黑熊學院的期待過高。一方面希望它能不拿政府資金保持中立，另一方面又要它辦大規模的活動，這本身就矛盾。

A： 可是，黑熊學院的說法經不起推敲啊！之前不是說只拿過5萬元補助嗎？結果一查才發...",318,181,30,0,5.6918238993710695,6.9613475893385885,0.19811320754716982,0.09433962264150944,1.0,0.01590228756043148,0.9281987515674076,0.0026314887333043265,0.6534518001910108,0.12060076737470829,1.0,fair_comparison_restricted_v1.0
68,影片描述,近期，黑熊學院因申請100萬補助金舉辦「全球民防與社會韌性領袖論壇」，引發輿論熱議。國民黨立委質疑經費用途不透明，並批評學院的操作缺乏誠信。然而，黑熊學院表示，補助金完全用於活動場地租賃及外賓差旅費，並未涉及其他用途。該學院強調，申請過程依法進行，所有活動內容均向社會公開。對此，學界與政界持不同立場，相關討論已引發社會廣泛關注。,100,77,19,0,7.7,5.968018100408899,0.29,0.19,1.0,0.014042840276606496,0.952325097026063,0.005640443213296398,0.6979757294743643,0.14869213296398892,1.0,fair_comparison_restricted_v1.0
69,新聞標題,苗博雅因言論爭議道歉，黃國昌父喪成焦點Miao Boya Apologizes for Remarks Amid Huang's Grief,20,20,7,0,10.0,4.321928094858508,0.4,0.35,1.0,0.0,0.9999999999933238,0.012448979591836737,0.7499999999986648,0.203734693877551,1.0,fair_comparison_restricted_v1.0
69,影片對話,"A： 我覺得這件事最核心的問題，是苗博雅到底有沒有「公領域評論」的正當性。批評政策或行為可以，但講外貌真的不太恰當吧？

B： 確實，她一開始說黃國昌沒刮鬍子、故意憔悴，這已經超越了政策討論的範疇，直接進入個人攻擊的領域。

A： 她後來有道歉，但關鍵在於，這種話一旦講出來，對人家的影響是不可逆的，尤其是已經涉及喪親這麼敏感的事。

B： 沒錯，社會輿論對政治人物的標準其實很高，尤其苗博雅是以「新...",260,146,22,0,5.615384615384615,6.636437117822247,0.23461538461538461,0.08461538461538462,1.0,0.020257805620913144,0.9230318575194868,0.0046054819306567555,0.6519785152168179,0.11176625996381243,1.0,fair_comparison_restricted_v1.0
69,影片描述,苗博雅言論爭議後致歉，黃國昌喪父成焦點 近日，台北市議員苗博雅因在節目中針對民眾黨總召黃國昌的外表發表評論，引發社會熱議。她在評論中質疑黃國昌未整理儀容，並暗指此舉可能是為了引發同情。然而，黃國昌隨後公開父親過世的消息，使苗博雅的言論受到廣泛批評。 苗博雅隨後在社交平台上發表公開道歉，表示對傷害他人感到遺憾，並強調她並不知情黃父的離世。她承諾未來會更加謹慎，避免再發表可能引發爭議的言論。 網友對此...,170,105,22,0,6.176470588235294,6.325308915951872,0.21764705882352942,0.12941176470588237,1.0,0.013824196345204747,0.9420729252913224,0.0036558094312104995,0.6654000459092715,0.13109674282936318,1.0,fair_comparison_restricted_v1.0
70,新聞標題,軍公教加薪3%延後發放，政爭再掀波瀾3% Pay Raise Delayed: Politics Stirs Tensions,22,20,9,0,9.09090909090909,4.277613436790262,0.2727272727272727,0.4090909090909091,1.0,0.00409090909090909,0.9897465535927071,0.0064789307213549635,0.7307902198094505,0.23830731558004287,1.0,fair_comparison_restricted_v1.0
